0.000000	0.611264
0.062832	0.611339
0.125664	0.611563
0.188496	0.611936
0.251327	0.612460
0.314159	0.613133
0.376991	0.613958
0.439823	0.614934
0.502655	0.616063
0.565487	0.617346
0.628319	0.618784
0.691150	0.620379
0.753982	0.622131
0.816814	0.624043
0.879646	0.626116
0.942478	0.628354
1.005310	0.630756
1.068141	0.633328
1.130973	0.636069
1.193805	0.638984
1.256637	0.642076
1.319469	0.645347
1.382301	0.648801
1.445133	0.652442
1.507964	0.656272
1.570796	0.660297
1.633628	0.664521
1.696460	0.668947
1.759292	0.673581
1.822124	0.678428
1.884956	0.683494
1.947787	0.688782
2.010619	0.694301
2.073451	0.700055
2.136283	0.706052
2.199115	0.712299
2.261947	0.718802
2.324779	0.725570
2.387610	0.732610
2.450442	0.739932
2.513274	0.747543
2.576106	0.755455
2.638938	0.763677
2.701770	0.772219
2.764601	0.781093
2.827433	0.790310
2.890265	0.799884
2.953097	0.809826
3.015929	0.820151
3.078761	0.830874
3.141593	0.842010
3.204424	0.853575
3.267256	0.865588
3.330088	0.878065
3.392920	0.891026
3.455752	0.904492
3.518584	0.918485
3.581416	0.933027
3.644247	0.948143
3.707079	0.963858
3.769911	0.980201
3.832743	0.997200
3.895575	1.014886
3.958407	1.033292
4.021239	1.052453
4.084070	1.072408
4.146902	1.093194
4.209734	1.114855
4.272566	1.137437
4.335398	1.160987
4.398230	1.185557
4.461061	1.211203
4.523893	1.237984
4.586725	1.265964
4.649557	1.295211
4.712389	1.325798
4.775221	1.357804
4.838053	1.391313
4.900884	1.426418
4.963716	1.463217
5.026548	1.501817
5.089380	1.542332
5.152212	1.584887
5.215044	1.629618
5.277876	1.676671
5.340707	1.726205
5.403539	1.778395
5.466371	1.833428
5.529203	1.891512
5.592035	1.952872
5.654867	2.017755
5.717699	2.086433
5.780530	2.159203
5.843362	2.236393
5.906194	2.318366
5.969026	2.405520
6.031858	2.498299
6.094690	2.597194
6.157521	2.702752
6.220353	2.815580
6.283185	2.936362
6.346017	3.065858
6.408849	3.204927
6.471681	3.354533
6.534513	3.515768
6.597344	3.689867
6.660176	3.878236
6.723008	4.082478
6.785840	4.304429
6.848672	4.546200
6.911504	4.810226
6.974336	5.099327
7.037167	5.416790
7.099999	5.766457
7.162831	6.152845
7.225663	6.581295
7.288495	7.058157
7.351327	7.591029
7.414159	8.189063
7.476990	8.863365
7.539822	9.627516
7.602654	10.498265
7.665486	11.496461
7.728318	12.648323
7.791150	13.987184
7.853981	15.555949
7.916813	17.410588
7.979645	19.625233
8.042477	22.299729
8.105309	25.571151
8.168141	29.631799
8.230973	34.758240
8.293804	41.359868
8.356636	50.063565
8.419468	61.868742
8.482300	78.448546
8.545132	102.778944
8.607964	140.577502
8.670796	204.006029
8.733627	322.857479
8.796459	587.267598
8.859291	1387.353217
8.922123	6500.841726
8.984955	233599.198197
9.047787	3643.680099
9.110619	1034.650476
9.173450	480.181331
9.236282	275.897532
9.299114	178.751890
9.361946	125.097633
9.424778	92.383571
9.487610	70.982620
9.550442	56.224664
9.613273	45.621876
9.676105	37.750390
9.738937	31.747625
9.801769	27.066331
9.864601	23.345757
9.927433	20.340290
9.990264	17.878026
10.053096	15.835744
10.115928	14.123256
10.178760	12.673326
10.241592	11.435007
10.304424	10.369124
10.367256	9.445157
10.430087	8.639044
10.492919	7.931612
10.555751	7.307428
10.618583	6.753959
10.681415	6.260942
10.744247	5.819909
10.807079	5.423822
10.869910	5.066793
10.932742	4.743867
10.995574	4.450849
11.058406	4.184169
11.121238	3.940772
11.184070	3.718035
11.246902	3.513693
11.309733	3.325781
11.372565	3.152591
11.435397	2.992630
11.498229	2.844589
11.561061	2.707317
11.623893	2.579799
11.686724	2.461136
11.749556	2.350530
11.812388	2.247271
11.875220	2.150725
11.938052	2.060325
12.000884	1.975563
12.063716	1.895982
12.126547	1.821171
12.189379	1.750757
12.252211	1.684406
12.315043	1.621815
12.377875	1.562712
12.440707	1.506857
12.503539	1.454089
12.566370	249924.286902
12.629202	1.355932
12.692034	1.310964
12.754866	1.268170
12.817698	1.227467
12.880530	1.188731
12.943362	1.151841
13.006193	1.116685
13.069025	1.083155
13.131857	1.051155
13.194689	1.020594
13.257521	0.991386
13.320353	0.963454
13.383184	0.936724
13.446016	0.911130
13.508848	0.886607
13.571680	0.863098
13.634512	0.840548
13.697344	0.818905
13.760176	0.798122
13.823007	0.778153
13.885839	0.758958
13.948671	0.740497
14.011503	0.722733
14.074335	0.705632
14.137167	0.689161
14.199999	0.673290
14.262830	0.657990
14.325662	0.643234
14.388494	0.628998
14.451326	0.615257
14.514158	0.601988
14.576990	0.589170
14.639822	0.576783
14.702653	0.564809
14.765485	0.553229
14.828317	0.542025
14.891149	0.531183
14.953981	0.520687
15.016813	0.510522
15.079644	0.500674
15.142476	0.491131
15.205308	0.481880
15.268140	0.472910
15.330972	0.464209
15.393804	0.455767
15.456636	0.447574
15.519467	0.439620
15.582299	0.431895
15.645131	0.424392
15.707963	0.417102
15.770795	0.410017
15.833627	0.403129
15.896459	0.396431
15.959290	0.389917
16.022122	0.383580
16.084954	0.377413
16.147786	0.371410
16.210618	0.365567
16.273450	0.359876
16.336282	0.354334
16.399113	0.348934
16.461945	0.343673
16.524777	0.338545
16.587609	0.333546
16.650441	0.328672
16.713273	0.323919
16.776104	0.319282
16.838936	0.314759
16.901768	0.310345
16.964600	0.306037
17.027432	0.301832
17.090264	0.297726
17.153096	0.293717
17.215927	0.289801
17.278759	0.285976
17.341591	0.282238
17.404423	0.278586
17.467255	0.275017
17.530087	0.271528
17.592919	0.268117
17.655750	0.264781
17.718582	0.261519
17.781414	0.258329
17.844246	0.255208
17.907078	0.252154
17.969910	0.249166
18.032742	0.246241
18.095573	0.243378
18.158405	0.240576
18.221237	0.237832
18.284069	0.235145
18.346901	0.232514
18.409733	0.229937
18.472564	0.227412
18.535396	0.224938
18.598228	0.222515
18.661060	0.220139
18.723892	0.217811
18.786724	0.215530
18.849556	0.213293
18.912387	0.211099
18.975219	0.208949
19.038051	0.206840
19.100883	0.204772
19.163715	0.202743
19.226547	0.200753
19.289379	0.198801
19.352210	0.196885
19.415042	0.195005
19.477874	0.193161
19.540706	0.191350
19.603538	0.189573
19.666370	0.187829
19.729202	0.186116
19.792033	0.184435
19.854865	0.182784
19.917697	0.181162
19.980529	0.179570
20.043361	0.178006
20.106193	0.176470
20.169024	0.174961
20.231856	0.173478
20.294688	0.172022
20.357520	0.170591
20.420352	0.169184
20.483184	0.167802
20.546016	0.166444
20.608847	0.165109
20.671679	0.163797
20.734511	0.162507
20.797343	0.161239
20.860175	0.159993
20.923007	0.158767
20.985839	0.157562
