x                y                z              
-3.58039093E+00  1.24772656E+00 -5.18231452E-01
 9.57100332E-01  8.02888107E+00 -7.74080396E-01
-5.10390377E+00 -1.85785651E+00  2.83872485E-01
-1.60035205E+00 -1.49872994E+00  5.58136627E-02
-2.11975479E+00  1.04501617E+00 -1.99344128E-01
 3.23967743E+00  6.68496192E-01 -1.87555164E-01
-2.02198792E+00  6.02028221E-02 -1.43245766E-02
-1.87880421E+01 -7.43507004E+00  3.91949713E-02
-6.89619350E+00 -4.78133249E+00 -2.60584742E-01
 1.21749210E+01  1.40718946E+01 -2.44336277E-01
 1.21147833E+01  2.03291774E+00  1.69313788E-01
 2.82327509E+00  2.06786722E-01 -2.03896733E-03
-3.62044430E+00 -7.45611191E+00  3.45358461E-01
 6.11270285E+00  6.69784486E-01  5.15989698E-02
-2.91442752E+00 -7.55049944E+00  5.07553637E-01
-5.27127504E+00  1.32757699E+00 -5.28167784E-01
-8.19202042E+00 -7.67545521E-01 -1.85862072E-02
 2.37712598E+00 -1.60410702E+00  4.64624405E-01
-5.64234467E+01 -3.55828285E+01  3.77365589E-01
 1.58372462E+00  2.56390482E-01 -2.75544822E-01
-5.52924042E+01  1.02959042E+01 -5.63797712E-01
 1.69552088E+00 -7.55323744E+00 -6.99623898E-02
-1.29089222E+01  3.48189163E+01 -7.17270732E-01
 1.23880851E+00  4.25206470E+00  1.23208195E-01
 1.79370379E+00 -3.10263366E-01 -4.54166412E-01
-8.36728275E-01 -5.21343887E-01 -4.99175116E-02
-7.82930255E-01  4.96797800E+00 -3.25941741E-01
 3.40797687E+00  1.66868258E+00 -7.87476152E-02
 3.91088510E+00 -2.43934005E-01 -1.41111523E-01
 2.60035872E+00  9.85391045E+00  3.21593396E-02
-1.13319540E+00 -1.84704840E+00  3.31357904E-02
-9.74004078E+00  2.34183407E+01  6.37231395E-02
 4.72828445E+01  7.28926239E+01 -1.18443787E-01
-2.66230431E+01  1.30101652E+01  2.14502990E-01
-1.45909929E+00 -1.07730663E+00 -6.90060496E-01
 2.58461516E-02 -1.79123650E+01 -5.46368845E-02
-1.62700236E+00  4.12366295E+00  3.59292746E-01
-3.50157857E+00  2.87474132E+00 -2.68388778E-01
 4.95721054E+00  2.60223746E+00  3.84349406E-01
-6.27022028E+00  1.59353244E+00 -7.74701089E-02
 9.77922261E-01 -3.11783254E-01  1.40819818E-01
 2.12347794E+00  6.09434748E+00  5.63673712E-02
 2.02927065E+00  3.00543189E+00  3.95534843E-01
-9.47724438E+00 -9.25316095E-01 -5.18405437E-02
-8.93862820E+00  6.97909594E+00  1.34903669E-01
-3.35194159E+00  2.12172747E+00  2.72102142E-03
-9.76400450E-02  4.32908154E+00 -3.11871648E-01
-1.57024443E+00 -3.46675014E+00 -2.07234338E-01
-6.48265123E+00 -6.15439558E+00  2.59233296E-01
-4.44518433E+01  2.61062374E+01 -4.85485226E-01
-2.02528620E+00  2.23315096E+00 -2.22690403E-01
-3.28628063E+00 -1.52796078E+00 -1.05204441E-01
-2.23147464E+00  6.57287407E+00 -3.25047895E-02
-2.75674939E-01 -3.49887753E+00 -1.94606945E-01
 8.55394745E+00 -4.23328209E+00 -2.54000276E-01
-2.11874180E+01  5.27140284E+00 -4.66790190E-03
 1.32998648E+01  1.32779722E+01 -1.55017963E-02
-1.40892963E+01  8.17325783E+00  2.12580815E-01
 2.42750511E+01 -1.72614613E+01 -5.94218969E-01
 9.33139229E+00  1.43704777E+01  3.61175001E-01
-3.71354073E-01 -2.78872561E+00 -1.04139760E-01
 5.56887436E+00 -8.96354294E+00 -3.42731401E-02
-6.46509409E+00 -3.88543558E+00 -8.16569403E-02
 1.06954062E+00 -2.40081620E+00 -3.13846737E-01
-1.25314093E+00  2.30214453E+00 -2.95907021E-01
-2.68587303E+00 -1.56522141E+01  2.74524808E-01
-7.29227543E+00  1.95337124E+01 -2.86014448E-03
-1.44975462E+01 -6.57722712E+00  8.77301469E-02
-3.70454550E+00  2.81363988E+00 -1.86704576E-01
 1.17334423E+01 -2.66492252E+01  2.65974373E-01
-5.52187040E-02  2.41274452E+00 -1.41811773E-01
-2.40216804E+00 -2.65392733E+00  1.29440486E-01
 4.24066448E+00 -4.00872946E+00  1.20231897E-01
 2.74001484E+01 -1.40051260E+01 -8.16160440E-02
-3.66490269E+00  2.80267978E+00  2.53608674E-02
 2.07589264E+01 -2.26931438E-01 -8.02793428E-02
 3.75843000E+00 -1.69983082E+01 -1.01618893E-01
-4.01976013E+00  7.90822983E+00 -4.44736890E-02
 3.66169906E+00  1.33419681E+00  1.44654125E-01
 2.66486597E+00  8.81630480E-01 -2.69339439E-02
-1.93100052E+01  8.54292107E+00  2.26298779E-01
-1.89285088E+00  9.05156803E+00 -3.60835083E-02
 7.39548504E-01 -1.78306520E+00 -7.78890401E-02
-1.26552916E+00 -1.27127051E+00 -2.12168425E-01
 1.16350527E+01 -4.61225939E+00 -4.71458323E-02
-8.98828864E-01 -5.33129692E-01  3.07988316E-01
-1.91211343E+00  4.36694670E+00 -3.03374618E-01
-6.59933319E+01 -5.75886574E+01 -1.59820676E-01
 1.21732354E+00 -4.72700864E-01 -1.17516465E-01
-4.92694664E+00  2.05777049E+00 -1.23018853E-01
-6.08697701E+00 -8.15188980E+00  6.50040358E-02
 8.34668732E+00 -9.51447105E+00 -1.13945507E-01
 1.94612808E+01  1.33276138E+01  7.99087465E-01
 4.36525583E+00  5.16779280E+00  4.33380395E-01
 5.36590433E+00  8.54012108E+00 -3.01118314E-01
 4.86187220E+00 -5.18029928E+00  4.47573423E-01
 1.44928360E+01 -6.83618927E+01 -1.57238498E-01
-1.86174071E+00 -5.37894297E+00  1.10627234E-01
-9.67950642E-01  7.83971882E+00 -5.88232838E-02
-3.61631989E+00  3.66280890E+00  4.78544012E-02
 4.42947388E+00  4.58662271E+00 -5.78614213E-02
-9.74329662E+00 -5.74178696E+00  2.78808206E-01
-1.99355972E+00 -4.48227835E+00 -9.48120207E-02
 4.61998320E+00  1.88604987E+00  6.43146336E-02
-5.78094780E-01  1.85430634E+00 -2.92468458E-01
 3.44000483E+00 -1.77841020E+00 -2.55378336E-02
 2.89567798E-01  8.46815050E-01 -2.97578216E-01
 1.95028286E+01  2.37737694E+01 -2.92189289E-02
-2.32507634E+00  4.91979828E+01 -3.25408667E-01
 3.51719737E+00 -2.84409499E+00 -9.33894888E-02
-8.82267654E-01  1.44800034E+01 -1.31269395E-01
 2.72093058E+00  1.09586373E-01  6.93672150E-02
-1.66016567E+00  2.49675012E+00  7.13861780E-03
 1.28769970E+00 -1.67111588E+01  5.69959804E-02
-1.25482216E+01  4.76576567E+00 -2.55523026E-01
-1.17723942E+00  6.98218703E-01  8.70280564E-02
 2.27986317E+01 -3.58138771E+01  7.17739046E-01
-1.91147919E+01  3.75851212E+01  1.12894766E-01
 2.94447875E+00  1.12379289E+00  6.46832511E-02
-2.79401159E+00 -5.72398233E+00  4.50149238E-01
 2.72252083E+01  8.52415860E-01 -9.58464518E-02
 2.10126877E+01 -4.68930626E+00 -2.93701261E-01
 4.83957100E+00 -4.40152502E+00 -1.38602093E-01
-1.28228970E+01  3.81891131E+00 -1.50895596E-01
 4.70649815E+00 -8.88887024E+00  7.19694078E-01
 2.36803532E+00 -8.82022798E-01 -1.17404014E-01
 7.67459536E+00 -2.29739499E+00 -3.86162788E-01
 4.21386909E+00 -4.84983873E+00  1.55826554E-01
 1.45733910E+01 -7.08290386E+00  1.28333569E-02
 6.55659437E+00 -2.90132940E-01  2.99241126E-01
-2.33712506E+00  8.65296745E+00  2.09340360E-02
 2.22173905E+00  1.20220208E+00  1.56521395E-01
 3.64911127E+00 -3.20580578E+00 -2.19807010E-02
-1.46451921E+01  2.79996991E+00  4.84395511E-02
-1.10567322E+01  1.43140793E+01  1.57010153E-01
 5.12492943E+00 -5.57546902E+00  4.76242334E-01
-2.58555889E+01  2.05768185E+01 -2.80684918E-01
 2.23986340E+00 -3.86203337E+00 -8.48005489E-02
 2.09352207E+00 -2.17475820E+00  4.12768751E-01
-2.22353265E-01 -1.09593801E+01  9.15561840E-02
-6.08721256E-01 -2.86940068E-01 -4.64550316E-01
-6.50708008E+00 -7.18844509E+00  2.27793545E-01
-5.54501867E+00  2.42129588E+00 -5.49863279E-01
-4.15642619E-01  2.07402730E+00 -4.14940491E-02
 9.01519299E-01 -6.44918978E-02  3.00348341E-01
 3.78297877E+00 -8.74903965E+00  1.13282561E-01
-1.55094647E+00 -1.74864486E-01  3.84370387E-02
-6.35537863E-01  3.47890019E+00 -3.09357375E-01
-3.72307801E+00  3.49135661E+00 -2.54927337E-01
 1.61438155E+00 -3.03044796E+00 -5.71094096E-01
-2.62613678E+00  2.14433217E+00 -7.96984732E-02
 1.80066299E+00  7.08575904E-01  6.14773817E-02
 4.68085051E+00  1.12753367E+00 -8.73679072E-02
 7.78574133E+00 -5.25343180E+00 -1.46214709E-01
-2.72993326E+00 -1.58919632E+00  3.56052339E-01
 8.78934765E+00  2.50532246E+01 -8.12179670E-02
 5.85899734E+00  7.90717077E+00 -3.88353281E-02
-2.64391243E-01 -7.79334664E-01 -1.36389419E-01
-1.04120433E+00  1.03729737E+00  1.68668360E-01
 3.08403468E+00 -2.67698536E+01  3.61788422E-01
-6.50427282E-01  5.04837275E-01  1.74470142E-01
-1.92184429E+01  2.31910477E+01  1.36665240E-01
-2.93996000E+00  4.73630953E+00 -1.95733774E-02
-1.49997258E+00  3.84502183E-03  3.22803520E-02
 2.08455944E+01  3.12015128E+00  5.33449829E-01
 5.76996326E-01  3.71150541E+00  7.70579278E-02
 4.80889931E+01 -4.27875519E+00 -1.75859690E-01
 5.23178279E-01  2.11371946E+00 -1.45483330E-01
-4.71565771E+00  6.19799376E-01  1.97872043E-01
 3.73340905E-01 -1.28137980E+01 -1.11983970E-01
-1.46855152E+00  8.64208817E-01  2.61273772E-01
-8.37702215E-01 -2.15854931E+00  2.68211514E-01
 1.39434993E+00  2.51283765E+00  4.57067862E-02
-1.81326351E+01 -8.30623913E+00  7.25712955E-01
-1.27699566E+00 -3.19940567E+00 -4.21889946E-02
 3.95517969E+00 -1.97072530E+00 -2.02833667E-01
-2.61843681E+00  9.41453648E+00  5.36266983E-01
 5.27348876E-01  2.60449624E+00 -1.07033134E-01
-7.16048145E+00  2.66108704E+00 -1.29370838E-01
-5.25735044E+00  1.17961669E+00 -1.67140946E-01
 5.29731624E-02 -1.69681668E+00  2.78728902E-01
 2.10060334E+00 -1.95455241E+00  2.52736151E-01
 1.35489094E+00  3.11736178E+00 -8.90088022E-01
-1.09932671E+01 -4.44087908E-02  2.11782083E-01
 8.79284620E-01  9.95109603E-02 -3.40521723E-01
 4.42973471E+00  1.35318327E+00  3.02987009E-01
-7.96493435E+00 -1.62240767E+00  1.55210570E-01
 1.15883636E+00 -4.84353065E+00 -4.41715181E-01
-1.22677088E+00  1.50668967E+00  1.28390178E-01
 7.85078287E+00 -7.20266008E+00  3.08263570E-01
 2.70415187E-01 -7.13834703E-01 -1.35677114E-01
-2.89114990E+01  9.42880917E+00 -4.09018062E-03
-3.81761932E+00 -3.17230135E-01 -2.47597843E-01
-4.70651269E-01 -2.57977448E+01 -3.22388440E-01
-4.02026320E+00  6.02478456E+00 -2.68492848E-02
-2.28689995E+01 -2.74126911E+01  3.71626735E-01
-6.12621164E+00  8.31881714E+00 -1.29791453E-01
 4.39031219E+00 -6.65742636E+00 -1.24850310E-01
 5.53945398E+00 -1.65189438E+01  4.11763415E-02
 1.13763094E+01 -1.11345720E+01  3.35666120E-01
 6.67995787E+00 -1.10562086E+01  3.22076917E-01
 2.30558228E+00 -2.00159664E+01 -3.67755324E-01
 6.90139103E+00 -8.23981285E+00 -4.62440848E-02
-9.77422333E+00 -6.21688557E+00  2.14060336E-01
 1.37633705E+00  6.48871303E-01  8.92975569E-01
 7.13822842E-02 -3.07531595E+00  6.83075637E-02
-1.23158560E+01 -1.15082750E+01  3.34227085E-01
 1.30212145E+01 -2.61422787E+01 -1.71599284E-01
 2.15400532E-01 -1.06867847E+01  1.92714244E-01
-2.61784410E+00 -3.46504593E+00  1.29241515E-02
-6.69521749E-01  6.45441353E-01  1.45538494E-01
 2.25701928E+00 -3.39878559E+00 -3.35380167E-01
 1.64183751E-02 -4.02378607E+00  7.64665008E-02
-3.78375649E-01 -3.19724441E+00  4.05295491E-01
 5.50382435E-01 -9.54622984E-01  1.07625008E-01
-3.25231590E+01  2.38451042E+01  3.14250052E-01
 1.82726693E+00 -5.40662050E+00 -1.13873102E-03
 3.43813986E-01  1.50187993E+00 -5.96494973E-02
-4.65422964E+00 -2.16652012E+00 -4.03068848E-02
-9.75075817E+00 -5.23529816E+00 -1.10913575E-01
 6.69606477E-02 -2.33249211E+00 -8.38376209E-02
 6.78204060E-01 -2.90934205E+00 -2.22157333E-02
-1.72838383E+01 -1.38633366E+01  2.97141343E-01
 1.15830815E+00  2.40993333E+00 -1.19910603E-02
-1.17861772E+00  2.38897398E-01 -1.47913129E-03
-7.73149282E-02 -8.81776810E-01  1.63977697E-01
 1.13359966E+01 -1.29702377E+00  9.10532475E-02
 4.22158861E+00 -1.15992031E+01 -2.53095925E-01
-1.29303241E+00  1.64199877E+00 -1.58209130E-01
 1.45629394E+00 -1.36835790E+00 -2.78857350E-01
 5.65726280E+00  1.11837206E+01  2.35933378E-01
 5.28986275E-01  3.50129962E+00  2.63812393E-01
 1.02131224E+00  6.86985207E+00  8.98762792E-02
-8.69371176E-01  8.74593914E-01 -2.39377543E-01
 1.64924073E+00  9.24316823E-01  2.79840022E-01
 7.31990516E-01 -4.50518399E-01 -9.00410339E-02
-3.82111341E-01  3.84590316E+00 -6.44247159E-02
-1.18856573E+00 -1.04956746E+00 -1.96886495E-01
 4.19219494E+00  5.87517619E-02  7.27388114E-02
 5.26198769E+00 -5.96036339E+00 -3.15388143E-02
 2.46725106E+00  4.40436506E+00  6.35188445E-03
-7.35555792E+00  3.92851996E+00  1.09119460E-01
 6.16093683E+00 -8.43042088E+00 -9.75207686E-02
-3.18588924E+00 -4.61833858E+00  5.48090339E-02
-4.34238100E+00 -2.83214998E+00 -2.62827784E-01
 4.71679211E-01 -1.04089510E+00  2.46146172E-02
 3.57276273E+00 -9.93421257E-01 -7.95761272E-02
 1.32833757E+01  1.71609974E+01  1.57196790E-01
 5.78773308E+00  3.34202423E+01  4.30422962E-01
 2.06238127E+00 -7.65423727E+00  4.31464352E-02
