          x           y           z           id          
   0.5320950   0.8848915   0.8328025           0
   0.5322546   0.8853686   0.8307458           0
   0.5322048   0.8859497   0.8330956           0
   0.5319467   0.8880288   0.8344796           0
   0.5314841   0.8858277   0.8298229           0
   0.5301437   0.8821939   0.8359641           0
   0.5318338   0.8848172   0.8338307           0
   0.5325462   0.8856572   0.8331717           0
   0.5308273   0.8846765   0.8317929           0
   0.5319440   0.8849326   0.8331720           0
   0.5314850   0.8823997   0.8360877           0
   0.5278906   0.8891316   0.8243693           0
   0.5262165   0.8894479   0.8275081           0
   0.5270657   0.8902660   0.8257858           0
   0.5306492   0.8848137   0.8308045           0
   0.5308101   0.8841251   0.8322686           0
   0.5316975   0.8850451   0.8326325           0
   0.5321206   0.8856957   0.8329863           0
   0.5321676   0.8867627   0.8346752           0
   0.5310254   0.8849161   0.8325362           0
   0.5282876   0.8848387   0.8347291           0
   0.5314238   0.8844634   0.8350335           0
   0.5330715   0.8877118   0.8348622           0
   0.5317779   0.8847652   0.8329853           0
   0.5332953   0.8891110   0.8261311           0
   0.5287245   0.8898315   0.8255605           0
   0.5307492   0.8901137   0.8238549           0
   0.5348106   0.8872695   0.8279035           0
   0.5309366   0.8896905   0.8239557           0
   0.5313734   0.8901565   0.8267135           0
   0.5306284   0.8833794   0.8302152           0
   0.5319511   0.8831103   0.8302727           0
   0.5321386   0.8876849   0.8326109           0
   0.5320598   0.8837624   0.8337743           0
   0.5282521   0.8869212   0.8252726           0
   0.5315972   0.8848775   0.8310231           0
   0.5299421   0.8819875   0.8342612           0
   0.5319930   0.8866122   0.8255819           0
   0.5309000   0.8895202   0.8260437           0
   0.5329160   0.8872254   0.8330725           0
   0.5291076   0.8862447   0.8257748           0
   0.5335129   0.8875174   0.8323661           0
   0.5274148   0.8883915   0.8244148           0
   0.5273938   0.8860895   0.8266992           0
   0.5310366   0.8884795   0.8265315           0
   0.5272013   0.8891178   0.8248851           0
   0.5277836   0.8885899   0.8256095           0
   0.5314951   0.8899495   0.8252457           0
   0.5306448   0.8838328   0.8337290           0
   0.5287021   0.8889414   0.8262950           0
   0.5300426   0.8896879   0.8245850           0
   0.5304499   0.8899641   0.8259191           0
   0.5282389   0.8896088   0.8258977           0
   0.5293092   0.8888892   0.8271634           0
   0.5342865   0.8888361   0.8313506           0
   0.5327077   0.8866579   0.8342936           0
   0.5325931   0.8866105   0.8349447           0
   0.5325784   0.8906349   0.8251042           0
   0.5279755   0.8888335   0.8257786           0
   0.5288644   0.8896635   0.8263356           0
   0.5324665   0.8857148   0.8357789           0
   0.5322203   0.8889064   0.8263828           0
   0.5292439   0.8891266   0.8268692           0
   0.5300946   0.8900844   0.8273372           0
   0.5306888   0.8897066   0.8254651           0
   0.5307968   0.8900204   0.8268600           0
   0.5295133   0.8893021   0.8271011           0
   0.5318738   0.8899314   0.8268241           0
   0.5320411   0.8900002   0.8267724           0
   0.5316107   0.8893558   0.8287652           0
   0.5318566   0.8853664   0.8321425           0
   0.5291122   0.8827804   0.8343499           0
   0.5322009   0.8872124   0.8340046           0
   0.5302352   0.8849471   0.8335181           0
   0.5311986   0.8845331   0.8329310           0
   0.5319125   0.8851753   0.8325266           0
   0.5307590   0.8841415   0.8316176           0
   0.5316159   0.8827824   0.8364189           0
   0.5331826   0.8861643   0.8353092           0
   0.5318776   0.8869851   0.8332028           0
   0.5324478   0.8857062   0.8309746           0
   0.5313602   0.8848344   0.8316552           0
   0.5317963   0.8850013   0.8325366           0
   0.5311847   0.8872046   0.8333522           0
   0.5314634   0.8853302   0.8321705           0
   0.5322608   0.8872501   0.8327219           0
   0.5331904   0.8851877   0.8325142           0
   0.5330129   0.8883241   0.8342386           0
   0.5311524   0.8851002   0.8317122           0
   0.5326742   0.8879398   0.8344429           0
   0.5317976   0.8881735   0.8330669           0
   0.5321883   0.8818078   0.8310121           0
   0.5323801   0.8867341   0.8340214           0
   0.5317551   0.8846893   0.8325317           0
   0.5327120   0.8851245   0.8331047           0
   0.5330465   0.8874692   0.8344310           0
   0.5318419   0.8854467   0.8321813           0
   0.5307600   0.8853283   0.8328669           0
   0.5331180   0.8812005   0.8286251           0
   0.5324999   0.8849942   0.8325545           0
   0.5317605   0.8812274   0.8316329           0
   0.5304653   0.8851136   0.8307772           0
   0.5318757   0.8851602   0.8320956           0
   0.5257651   0.8841695   0.8342247           0
   0.5318465   0.8852939   0.8326259           0
   0.5305735   0.8848918   0.8308259           0
   0.5317146   0.8861100   0.8313990           0
   0.5308756   0.8843562   0.8307764           0
   0.5312895   0.8844667   0.8322051           0
   0.5322559   0.8870023   0.8345025           0
   0.5320784   0.8855994   0.8329907           0
   0.5328316   0.8876048   0.8327787           0
   0.5335239   0.8861500   0.8357186           0
   0.5328710   0.8876587   0.8343620           0
   0.5313957   0.8832742   0.8327380           0
   0.5332193   0.8821683   0.8286261           0
   0.5312303   0.8836115   0.8311730           0
   0.5335978   0.8863313   0.8326191           0
   0.5321988   0.8851905   0.8306946           0
   0.5317085   0.8836833   0.8317716           0
   0.5307021   0.8833271   0.8321202           0
   0.5326807   0.8863303   0.8345022           0
   0.5308015   0.8826038   0.8321836           0
   0.5320835   0.8953476   0.8281541           0
   0.5304776   0.8828942   0.8322233           0
   0.5325218   0.8847756   0.8345240           0
   0.5285925   0.8839259   0.8335673           0
   0.5317037   0.8849133   0.8320900           0
   0.5318409   0.8786852   0.8337718           0
   0.5283792   0.8837589   0.8330672           0
   0.5316946   0.8822882   0.8301165           0
   0.5294000   0.8825563   0.8316261           0
   0.5359771   0.8827356   0.8314143           0
   0.5298875   0.8885038   0.8370646           0
   0.5298709   0.8892217   0.8335421           0
   0.5311345   0.8826891   0.8298282           0
   0.5302785   0.8885904   0.8329615           0
   0.5307134   0.8787793   0.8264371           0
   0.5311846   0.8863045   0.8370410           0
   0.5340059   0.8882606   0.8364408           0
   0.5317652   0.8811134   0.8327615           0
   0.5327860   0.8805229   0.8316286           0
   0.5342057   0.8855484   0.8334961           0
   0.5326827   0.8864177   0.8328230           0
   0.5321332   0.8876361   0.8301403           0
   0.5320158   0.8795108   0.8271662           0
   0.5316350   0.8876130   0.8309070           0
   0.5314327   0.8843365   0.8303485           0
   0.5286636   0.8872335   0.8370021           0
   0.5317892   0.8877231   0.8326029           0
   0.5320366   0.8849105   0.8291891           0
   0.5325728   0.8872028   0.8327228           0
   0.5313415   0.8836305   0.8301297           0
   0.5316750   0.8882535   0.8321117           0
   0.5267116   0.8888512   0.8250199           0
   0.5338961   0.8889756   0.8333968           0
   0.5321490   0.8849107   0.8304133           0
   0.5300062   0.8816941   0.8308268           0
   0.5321226   0.8842988   0.8352487           0
   0.5327086   0.8835687   0.8321688           0
   0.5309782   0.8815702   0.8300417           0
   0.5327096   0.8830167   0.8333130           0
   0.5317223   0.8837051   0.8304022           0
   0.5300867   0.8813295   0.8366797           0
   0.5293935   0.8801959   0.8312678           0
   0.5296201   0.8871940   0.8365721           0
   0.5323449   0.8860272   0.8356816           0
   0.5291570   0.8873816   0.8377174           0
   0.5301179   0.8871687   0.8371680           0
   0.5331221   0.8849371   0.8329825           0
   0.5331685   0.8847938   0.8330649           0
   0.5318950   0.8900642   0.8336857           0
   0.5330228   0.8890993   0.8358766           0
   0.5330793   0.8814780   0.8357430           0
   0.5313231   0.8871244   0.8323776           0
   0.5303570   0.8866334   0.8294232           0
   0.5360394   0.8850955   0.8346475           0
   0.5304388   0.8848712   0.8340740           0
   0.5319218   0.8855601   0.8291447           0
   0.5305495   0.8856586   0.8384590           0
   0.5321400   0.8852921   0.8328125           0
   0.5309196   0.8865372   0.8262507           0
   0.5323785   0.8866294   0.8357277           0
   0.5326204   0.8864108   0.8324466           0
   0.5313223   0.8844493   0.8326610           0
   0.5321423   0.8856713   0.8328032           0
   0.5326651   0.8851853   0.8333820           0
   0.5325332   0.8855987   0.8328446           0
   0.5311028   0.8846441   0.8292454           0
   0.5313428   0.8821181   0.8321812           0
   0.5322667   0.8830716   0.8301653           0
   0.5342443   0.8825758   0.8335757           0
   0.5333221   0.8868070   0.8321853           0
   0.5316513   0.8852441   0.8313308           0
   0.5271740   0.8888178   0.8314019           0
   0.5298285   0.8879229   0.8363720           0
   0.5347520   0.8833140   0.8327638           0
   0.5299304   0.8800986   0.8308064           0
   0.5317215   0.8856492   0.8323748           0
   0.5311166   0.8873464   0.8344289           0
   0.5327327   0.8842849   0.8318352           0
   0.5302560   0.8801797   0.8306939           0
   0.5306647   0.8799027   0.8307908           0
   0.5324043   0.8848877   0.8340173           0
   0.5311166   0.8816088   0.8350929           0
   0.5316013   0.8876737   0.8315691           0
   0.5324279   0.8840607   0.8331659           0
   0.5317586   0.8853235   0.8343852           0
   0.5305401   0.8858907   0.8302858           0
   0.5315096   0.8863380   0.8313293           0
   0.5315651   0.8862734   0.8354772           0
   0.5322791   0.8864796   0.8360434           0
   0.5324052   0.8840586   0.8333295           0
   0.5334016   0.8837979   0.8319654           0
   0.5311490   0.8810005   0.8297107           0
   0.5326886   0.8838248   0.8328527           0
   0.5315074   0.8867802   0.8305854           0
   0.5322295   0.8858180   0.8320837           0
   0.5314357   0.8871695   0.8304731           0
   0.5317281   0.8867473   0.8304565           0
   0.5320018   0.8847012   0.8325550           0
   0.5329110   0.8854820   0.8330071           0
   0.5312738   0.8859695   0.8314687           0
   0.5322913   0.8865570   0.8307453           0
   0.5325202   0.8863705   0.8321567           0
   0.5327296   0.8855847   0.8313335           0
   0.5320575   0.8845411   0.8325824           0
   0.5317066   0.8856013   0.8319107           0
   0.5324886   0.8850794   0.8313406           0
   0.5322177   0.8857271   0.8321245           0
   0.5323851   0.8847473   0.8318084           0
   0.5316232   0.8853841   0.8315447           0
   0.5319652   0.8852512   0.8327262           0
   0.5317202   0.8857393   0.8314661           0
   0.5322069   0.8854531   0.8332598           0
   0.5322781   0.8853108   0.8331850           0
   0.5309174   0.8851776   0.8314782           0
   0.5317730   0.8859959   0.8361700           0
   0.5318289   0.8854128   0.8327629           0
   0.5321469   0.8851464   0.8329010           0
   0.5324157   0.8854088   0.8323130           0
   0.5321575   0.8853864   0.8319764           0
   0.5314254   0.8856346   0.8312636           0
   0.5320131   0.8847014   0.8326358           0
   0.5321039   0.8863769   0.8326804           0
   0.5330752   0.8869803   0.8319391           0
   0.5308656   0.8845309   0.8319573           0
   0.5321484   0.8856028   0.8321647           0
   0.5319746   0.8855473   0.8315871           0
   0.5324764   0.8858552   0.8307440           0
   0.5320273   0.8856813   0.8322075           0
   0.5317417   0.8850536   0.8324913           0
   0.5320818   0.8855098   0.8321937           0
   0.5314186   0.8850499   0.8319098           0
   0.5315325   0.8863000   0.8310817           0
   0.5313912   0.8862294   0.8324284           0
   0.5327272   0.8846757   0.8331194           0
   0.5318125   0.8850309   0.8321222           0
   0.5319467   0.8865101   0.8317919           0
   0.5318389   0.8848104   0.8318299           0
   0.5323657   0.8854894   0.8328377           0
   0.5320623   0.8852034   0.8334999           0
   0.5319776   0.8851479   0.8318255           0
   0.5320294   0.8851021   0.8335247           0
   0.5318625   0.8858489   0.8321509           0
   0.5313207   0.8844120   0.8313645           0
   0.5322619   0.8844278   0.8329804           0
   0.5320155   0.8858490   0.8327058           0
   0.5315606   0.8847725   0.8328404           0
   0.5316146   0.8845986   0.8321906           0
   0.5316077   0.8852897   0.8318920           0
   0.5319195   0.8856991   0.8317845           0
   0.5319046   0.8860245   0.8322281           0
   0.5315503   0.8852491   0.8322340           0
   0.5322109   0.8840547   0.8314701           0
   0.5311761   0.8840749   0.8316375           0
   0.5312183   0.8858675   0.8327346           0
   0.5311392   0.8860634   0.8359246           0
   0.5297259   0.8896235   0.8308960           0
   0.5315227   0.8850104   0.8302689           0
   0.5320923   0.8853476   0.8325522           0
   0.5323555   0.8861457   0.8320570           0
   0.5316766   0.8860587   0.8314497           0
   0.5319917   0.8857389   0.8333076           0
   0.5315323   0.8845563   0.8317892           0
