x                y                z              
-4.83569801E-01  4.46264416E-01 -1.02056094E-01
-2.80298263E-01 -3.34668994E-01 -4.72133577E-01
 7.18215644E-01  4.67230201E-01  8.94285962E-02
-9.80618894E-02 -1.66310877E-01 -3.68365705E-01
-5.52799642E-01  4.04312968E-01  2.24268317E-01
 6.60259068E-01  4.84511852E-01  1.62205899E+00
-7.00975776E-01  1.06822431E+00  7.68456638E-01
 3.12247574E-01 -2.71394074E-01 -3.37270916E-01
 5.79236805E-01 -5.61798692E-01 -1.55789498E-02
-4.20092314E-01 -6.10004961E-01 -6.65230379E-02
-7.38751665E-02 -5.52677631E-01  3.39513794E-02
-2.43130863E-01  1.39069617E-01  2.12476134E-01
 5.47524810E-01 -1.34919286E+00  4.14725812E-03
-9.42297935E-01 -2.03825855E+00  2.89125144E-01
 8.38719010E-01  5.31396151E-01 -2.61639327E-01
-2.20240951E-01  8.88695836E-01  4.14414465E-01
 4.89277214E-01  1.61788851E-01  5.77293277E-01
 2.94931769E-01 -6.60674274E-01 -3.35086808E-02
 2.76701331E-01 -5.21320045E-01 -1.46732402E+00
-3.23001832E-01  3.38419944E-01 -7.76483491E-02
 1.98631302E-01 -8.48990619E-01  1.23447442E+00
-1.94310576E-01 -1.15444578E-01 -3.86102617E-01
 1.81936786E-01  2.15161726E-01  1.86041236E-01
 7.83079684E-01  1.13531768E+00  2.85363197E-01
 6.22743011E-01  3.46467793E-01 -6.93849444E-01
-1.43704236E-01  1.72711253E+00 -1.04466248E+00
-4.77941006E-01  3.57045770E-01  1.02419031E+00
 6.05965853E-02 -4.75553304E-01 -1.29551798E-01
-3.39713842E-01 -1.55409500E-01 -5.26156545E-01
-7.35387564E-01 -8.17354977E-01 -2.90711910E-01
-9.92021501E-01  1.33225858E-01 -4.17845905E-01
 2.15191975E-01  5.93840480E-01 -2.58364499E-01
-1.33719444E+00  1.58027723E-01  3.19719017E-01
-2.80237943E-01  9.18201208E-02 -8.42971876E-02
 4.28905249E-01  4.25288767E-01 -1.21611796E-01
-3.33064981E-02  7.67234638E-02  2.93861907E-02
 6.93623126E-01  2.02128911E+00  1.05208158E+00
-6.78629205E-02  7.71209240E-01 -5.79001129E-01
-4.05888617E-01  3.91116798E-01 -2.14222446E-01
-1.70934141E+00  1.96595216E+00 -1.29376197E+00
 5.53969324E-01  5.88094711E-01  1.05312550E+00
-1.95398808E+00  1.41451681E+00  1.93413913E-01
-2.31222296E+00  5.67132533E-01 -1.96871793E+00
-7.04398632E-01 -1.12206094E-01  1.21232581E+00
 4.73326892E-01  2.75289357E-01  6.16173208E-01
-6.24859869E-01  5.28912544E-01  3.39177325E-02
-2.39711568E-01 -9.01094496E-01 -1.21090722E+00
 1.62077621E-02  5.40114462E-01  4.28340137E-01
 1.47478461E-01 -3.05587620E-01  8.99200439E-01
-2.54794151E-01 -3.43962722E-02 -7.95954317E-02
-1.37975842E-01 -4.85600531E-01 -2.08919719E-01
-5.87760031E-01 -4.35597211E-01 -6.45828843E-01
-1.24841571E+00  3.40169638E-01 -7.25154817E-01
-6.33764490E-02 -3.05766374E-01  7.64122009E-01
 2.37204675E-02  1.03699282E-01  3.12368963E-02
-6.85137630E-01 -5.59584856E-01  7.31560051E-01
 7.11625159E-01 -7.30304495E-02  1.22856450E+00
-5.34670353E-01 -4.91553426E-01  1.35275982E-02
-7.34882355E-01  7.49473453E-01 -1.47697330E-01
 1.22634423E+00  1.35342872E+00  7.21176803E-01
 1.76312649E+00  1.02518559E+00 -1.30543959E+00
 1.02361344E-01 -1.85146958E-01  1.90890759E-01
 3.46734434E-01 -1.10091102E+00  1.40058017E+00
-3.03190146E-02  7.18221247E-01  5.34505546E-01
 6.96704268E-01  8.68090689E-01 -1.06740974E-01
-2.89184570E-01 -9.83520627E-01  8.22699293E-02
-3.36320192E-01 -3.41709375E-01  9.25022662E-01
-5.41613042E-01  1.50708234E+00 -5.08814640E-02
-5.73343873E-01  4.71413791E-01  5.39849252E-02
-1.34481728E+00  2.78888255E-01 -9.32865083E-01
 2.83582002E-01 -6.61118865E-01 -1.11997105E-01
 1.03832376E+00 -1.05085492E+00 -9.12567452E-02
-3.29076022E-01 -9.13642049E-01  7.79832974E-02
 1.64225399E-01 -3.48856717E-01  4.20352787E-01
-1.06676614E+00  8.92553568E-01 -4.47873026E-02
 4.80446726E-01 -3.31248939E-01 -7.38549054E-01
-3.65090638E-01  1.57719448E-01  7.22279251E-02
 4.21421170E-01  2.72890210E-01 -1.65134087E-01
-1.09862566E+00 -1.28633606E+00  8.36541235E-01
-1.89723462E-01  4.54664528E-01 -1.52891368E-01
-4.67776000E-01 -2.69534141E-01  2.82557726E-01
 1.06355585E-01  4.92639542E-01  3.79838139E-01
-1.65361449E-01 -9.44857240E-01  4.96825218E-01
-1.29846537E+00  8.07164192E-01  6.99780941E-01
 1.02968119E-01  5.77747941E-01 -9.08094943E-01
 1.39581919E-01 -2.72520781E-01  3.32025290E-01
 7.82994330E-02  5.93491971E-01 -1.17306814E-01
-3.56149852E-01  1.99733269E+00  4.82852995E-01
-1.53233862E+00  1.35820258E+00 -1.20712185E+00
-4.50873047E-01  7.06914186E-01  1.66239357E+00
-2.90068597E-01  2.35437993E-02 -9.00686607E-02
-2.18586907E-01  1.67150527E-01  7.79853106E-01
-1.90808371E-01  9.32016671E-01 -4.08740081E-02
 4.77288425E-01  6.43821239E-01  8.42520893E-01
 1.17362368E+00  2.86988765E-01 -7.23095179E-01
-1.11306153E-01 -8.63796175E-02 -1.14497222E-01
-5.72316825E-01  8.17591846E-01  6.47431374E-01
 1.29027963E+00 -5.79096019E-01  4.34294075E-01
 4.31835830E-01  8.01592767E-01  1.07649684E-01
 5.86891174E-01 -3.00846934E-01 -4.56098258E-01
 2.02412754E-01 -1.79952279E-01  5.89092910E-01
-5.18800974E-01  4.06137109E-02 -4.80387686E-03
-6.57201290E-01  3.75603974E-01 -7.80504122E-02
 2.33593419E-01  2.62419641E-01  1.04728794E+00
-4.81026441E-01 -3.35029215E-01 -2.82468855E-01
 5.30017912E-01  3.61343265E-01  6.32139206E-01
-4.44470584E-01  2.36986816E-01 -3.87681007E-01
-7.71546662E-01 -1.97340739E+00  1.90400138E-01
-1.02845237E-01 -4.57584172E-01  1.00217831E+00
-3.82569671E-01 -1.25555015E+00  5.53376496E-01
 7.29713440E-01 -1.24288535E+00  6.86971247E-01
 2.28100494E-01 -1.57921314E-01 -2.31307477E-01
 1.18723541E-01 -9.23028365E-02  9.05002207E-02
 4.87966165E-02 -3.53484094E-01  6.59476697E-01
 2.00476617E-01 -1.65024102E-01 -2.51230419E-01
-4.74222660E-01  4.90166068E-01  1.80202782E-01
-4.33964878E-02  9.98669025E-03  1.58288479E+00
 1.75307190E+00 -1.10866570E+00  1.15776038E+00
-1.34276831E+00  1.54296115E-01  3.94044876E-01
 5.37311614E-01  4.86290216E-01 -5.59218936E-02
-4.96522367E-01  1.86854184E-01 -9.24453974E-01
-2.30804816E-01  9.05709803E-01  5.47765661E-03
-8.92670333E-01 -2.28465259E-01  3.20673704E-01
-1.89997610E-02 -5.63425004E-01  7.75297344E-01
-4.33438987E-01  2.03016147E-01 -8.19433570E-01
-1.72373462E+00 -1.34003067E+00 -1.17834210E+00
 1.60399318E-01 -2.01614231E-01  2.29699683E+00
-1.47843227E-01 -8.51170659E-01 -4.77157503E-01
 1.02848895E-01 -5.23411810E-01 -1.49155810E-01
-7.01291502E-01  8.78459990E-01 -1.11690648E-01
-3.09197628E-03  6.65466011E-01 -6.39566004E-01
-1.70456082E-01 -6.10157251E-02 -4.12647903E-01
-5.17836392E-01  2.49978170E-01  3.70619625E-01
 3.41922402E-01 -6.48605777E-03 -8.85964632E-02
-1.42782354E+00 -2.91718578E+00  1.62843123E-01
 2.25743875E-01  8.48168075E-01 -8.05809140E-01
-1.00722158E+00 -1.78710490E-01  2.07244873E+00
-2.94791132E-01 -1.08255081E-01  9.55617204E-02
 1.13600075E+00  2.12899351E+00 -2.43146992E+00
-1.13232890E-02 -2.98261791E-01  2.11360812E-01
 7.79508054E-01 -9.15901244E-01  9.13159788E-01
-8.07155252E-01  4.20649022E-01 -3.31173033E-01
-1.75311506E+00 -1.01216590E+00  1.43540218E-01
 1.63026243E-01 -1.72576174E-01  5.33230901E-02
 3.85444939E-01 -4.23490256E-01  1.77583918E-01
-3.34526777E-01  1.25389028E+00 -6.00302517E-01
-6.92293823E-01  2.23821979E-02  9.00817215E-01
-2.37711358E+00 -1.10106312E-01 -3.10998887E-01
 1.80495694E-01  1.41251549E-01 -1.59900054E-01
-4.71492484E-03 -6.22791275E-02  9.30842459E-01
 3.01373869E-01 -9.05125365E-02  2.74185628E-01
 1.23393476E+00 -8.09002399E-01 -5.04551232E-01
-1.57042399E-01  6.06147945E-01 -1.14330971E+00
 1.85671377E+00 -1.75038427E-01  2.50235707E-01
 4.33773130E-01  7.94388540E-03 -2.23931491E-01
 2.75336123E+00  6.60799444E-01  1.28896916E+00
-4.06574667E-01 -9.10417736E-01  8.94793272E-02
-4.29149747E-01  6.17926836E-01  4.29673135E-01
 7.11382806E-01  6.89441711E-02  1.21653557E-01
-7.42717743E-01  2.06461787E-01  2.09316269E-01
 2.31077105E-01 -1.76251233E+00 -4.11609560E-01
-2.60347039E-01 -5.12827784E-02  2.47974060E-02
-1.13876522E+00  4.64512497E-01 -7.13651299E-01
-1.07912257E-01 -1.84267625E-01 -6.17617309E-01
 1.09975016E+00 -5.09198964E-01 -5.05252421E-01
-8.47146809E-01  1.57678574E-01  8.91346931E-02
-4.42255884E-01 -6.30649090E-01 -1.19010307E-01
-6.14741027E-01 -4.99802828E-02 -3.97783756E-01
 2.04713523E-01  9.46568787E-01  3.53692889E-01
-3.20691049E-01  6.55598402E-01  6.01848900E-01
-1.28683195E-01 -1.13534547E-01  1.34911567E-01
 3.65839273E-01  1.31187046E+00  1.73025206E-01
 1.36179533E-02  1.10490225E-01 -6.75010562E-01
 1.19330692E+00  1.33275354E+00  4.17792082E-01
-7.28816628E-01  1.17105365E+00 -3.79538834E-01
-2.37514645E-01  9.16367948E-01  1.10183679E-01
-9.12752688E-01 -6.94566250E-01  6.60991848E-01
 7.75923550E-01 -5.72878778E-01  1.02306843E+00
 3.21638435E-01  2.93056041E-01 -4.39833879E-01
 4.13092673E-01 -4.99712192E-02  5.46034455E-01
-3.86692196E-01  7.71788597E-01  2.64379144E-01
 1.14230633E+00 -6.79485500E-01  6.80000603E-01
-8.73170793E-02  1.08894110E-01 -6.31820083E-01
 4.96759295E-01 -2.41762310E-01 -9.94243264E-01
 1.31550208E-01 -2.09380016E-02  3.46620768E-01
 2.86480337E-01  1.24852553E-01  1.46619663E-01
-1.07188570E+00  1.52627623E+00  9.29747283E-01
-1.15132824E-01 -5.38789868E-01 -6.12839818E-01
 2.76597351E-01 -1.61178052E-01  4.60154638E-02
 6.40860379E-01  1.10250667E-01 -7.19459578E-02
-4.35049325E-01  8.16651046E-01  1.78711617E-03
 1.37629139E+00  3.47767055E-01 -7.29501367E-01
-1.72449261E-01  7.99081475E-03  2.97504812E-01
-4.89309490E-01 -2.58787602E-01  4.93285924E-01
 4.88559723E-01  1.33361474E-01  2.25836858E-01
 4.53864753E-01  3.93353313E-01 -2.45270491E-01
 8.88685465E-01 -1.57527439E-02  1.11628866E+00
-6.29273951E-01 -1.90329635E+00  6.67095065E-01
-1.84264958E+00 -1.80197120E+00 -1.67443371E+00
 8.10075328E-02  6.31974757E-01  2.66891271E-01
-2.05164146E+00 -1.01743460E+00  1.29956925E+00
 1.27412713E+00 -6.75488174E-01  7.15350509E-01
 7.20502377E-01  5.08798301E-01  1.64716944E-01
-5.96906960E-01  2.39807069E-01 -2.95593888E-01
 8.55865031E-02  4.39124778E-02  1.94763094E-01
 5.57311833E-01  1.24149881E-01  1.38529465E-01
-4.04554278E-01 -1.80989742E-01  4.60697711E-01
-6.29224926E-02 -4.77945469E-02  4.10425141E-02
 2.04519844E+00  1.32864606E+00 -3.21498603E-01
 1.67375624E+00 -8.83258402E-01  5.37025094E-01
-4.12676722E-01 -3.24980706E-01 -4.39063422E-02
-5.42376578E-01 -5.88107407E-01  3.35910320E-01
 2.85533160E-01  3.94025147E-01  3.26492637E-01
 6.09841049E-02  4.16503489E-01  5.55349588E-01
-5.22228539E-01 -1.79524708E+00 -2.28822064E-02
-2.03383923E-01  2.12727189E-01  5.44943847E-02
 2.67727882E-01 -1.16115972E-01 -2.20031440E-01
 1.11549189E-02  1.07865129E-02 -5.06925285E-01
 4.21366021E-02 -1.02460837E+00 -6.61769331E-01
 3.22813392E-01 -3.34914744E-01  3.09368581E-01
 7.45395422E-01 -1.17533135E+00  6.75681531E-01
-7.57572711E-01  1.42113850E-01 -5.27382433E-01
 1.45142019E+00  5.99667251E-01  2.54893494E+00
-2.07079008E-01  5.67167044E-01  4.43845779E-01
-7.49658287E-01  2.91322589E-01 -4.07139689E-01
-1.24244884E-01  6.26595914E-01 -1.05448103E+00
 3.15917611E-01  1.59044993E+00 -2.30084941E-01
 7.06495464E-01 -9.57593247E-02  5.74047565E-01
-2.29397579E-03  3.90935466E-02  3.33522290E-01
-7.26164401E-01 -1.40431255E-01  3.89336199E-02
-2.01879010E-01 -2.37107128E-02 -5.67344308E-01
-5.55991650E-01 -1.55945003E-01 -6.81271195E-01
 2.65029594E-02 -1.27267754E+00 -6.49474204E-01
-8.97733569E-02 -2.86021739E-01 -5.63917756E-01
-8.89125943E-01 -2.57909298E-01 -5.78802719E-04
-5.83523512E-01 -6.41267538E-01  3.10819149E-01
-3.11948001E-01 -1.99082983E+00  1.02157676E+00
-4.47831810E-01 -4.82420713E-01  5.61513841E-01
 4.30721432E-01 -1.22073066E+00  8.99802148E-02
-6.28816187E-01  8.24691057E-02  1.58063471E-01
-1.69575199E-01  7.22140849E-01 -3.82759035E-01
-3.25078398E-01 -6.37631059E-01  2.42278188E-01
 1.33847761E+00 -6.87856793E-01 -1.81183353E-01
-5.74522674E-01  1.08087316E-01  2.65577525E-01
 3.12963463E-02 -2.46235356E-01  4.51383233E-01
 4.52472806E-01  3.15666139E-01  2.66190410E-01
 5.62459454E-02 -4.75989208E-02  3.49728376E-01
 1.63823575E-01 -1.65797293E-01 -4.33993012E-01
-2.63239115E-01 -3.14032346E-01  3.89054120E-01
 2.71178544E-01  4.62390751E-01 -3.43925923E-01
-9.86948013E-02  3.16468388E-01 -1.52124912E-01
 7.54821002E-01 -8.77570033E-01 -1.29466069E+00
 9.73729014E-01 -6.05379224E-01  5.52092493E-01
 3.46681356E-01  3.96546274E-01 -1.32274717E-01
-1.00896966E+00 -2.30099618E-01  1.67075798E-01
-1.69711141E-03  3.43013972E-01  1.76856130E-01
 6.66675627E-01 -1.17407501E+00 -8.56066883E-01
 1.32586527E+00 -2.79623151E-01  1.29977614E-01
 1.18552816E+00 -1.88629463E-01  8.30485165E-01
-6.69926777E-02  1.03835398E-02 -1.77185488E+00
-2.53303871E-02  7.45536312E-02 -9.85599816E-01
 2.20570434E-02 -4.17118147E-02 -2.53616810E-01
-5.86649299E-01 -3.49095345E-01  5.98565280E-01
-6.41963482E-01  1.15746307E+00  4.41298068E-01
-9.70961034E-01  9.60295737E-01  2.48867798E+00
-1.22466934E+00 -4.50432777E-01  5.52741718E-03
-1.47125348E-01  5.10001302E-01 -9.64421779E-02
 2.15925679E-01  1.43782645E-01  1.33628964E-01
 2.41889787E+00  4.47192371E-01  6.88423455E-01
-2.03370261E+00  3.19438785E-01 -8.74599814E-01
-3.48505005E-02  4.49959129E-01  5.51968873E-01
-2.47055233E-01  4.04717952E-01  1.08675927E-01
-3.38993609E-01  9.57434904E-03  3.59373569E-01
 4.32835847E-01  3.15357476E-01 -3.94150794E-01
 5.96013725E-01 -5.37715107E-02 -1.99708891E+00
-7.25338578E-01 -6.08944178E-01  1.10333359E+00
-4.49235477E-02  5.86334951E-02  2.12261200E-01
 1.12777531E-01 -1.03602432E-01  3.04611593E-01
-6.60108507E-01 -3.28296334E-01 -4.28651683E-02
 3.71236116E-01  2.64347762E-01  5.06837666E-01
 9.08071995E-01  5.95682144E-01 -9.94587898E-01
 2.06946239E-01  1.28514528E+00 -1.05278045E-01
-9.16088879E-01  3.11121494E-01  6.03485942E-01
-2.34200537E-01  1.59742311E-01  1.14324398E-01
-7.85940886E-02 -8.80806625E-01 -9.38364938E-02
-2.79002488E-01 -2.74503261E-01 -3.32955748E-01
-5.54878771E-01 -1.83107829E+00  1.25689402E-01
-8.15457925E-02  4.72012848E-01 -5.41678905E-01
-1.78321585E-01  1.98593363E-01  4.96269345E-01
-5.02708033E-02  4.86865908E-01 -2.24326342E-01
 9.78494525E-01  8.31323564E-01  1.05642796E+00
 4.84851778E-01  5.08772314E-01  3.33464950E-01
 5.35637617E-01 -4.48473781E-01  6.92908823E-01
 6.82302654E-01  3.08919758E-01 -1.40433657E+00
 1.06588626E+00  4.54379708E-01 -1.77533403E-01
 2.26643726E-01  2.23822817E-01  1.31817794E+00
 8.35301876E-01 -3.09313059E-01  7.49958515E-01
-2.79772639E-01  4.78078388E-02 -2.11714298E-01
 1.47821993E-01 -2.35035610E+00 -2.78642755E-02
-2.62576461E-01  8.39276791E-01 -2.85062224E-01
 7.10064113E-01  3.62383604E-01 -2.23863944E-01
-6.53132796E-01 -1.59278348E-01  9.32256803E-02
-1.05272956E-01  4.42960083E-01 -1.14330447E+00
-2.45854646E-01  2.70147827E-02 -8.30988735E-02
-1.42183363E-01 -1.85467657E-02 -1.96320653E-01
 3.71810555E-01 -3.84712666E-01 -7.19074965E-01
 1.78781366E+00 -3.62045109E-01 -4.99407947E-02
-5.48790157E-01 -5.39069653E-01  7.85669506E-01
-2.24394530E-01 -8.71825069E-02 -5.34657001E-01
 1.13849294E+00 -6.97343767E-01  8.14371467E-01
 1.27564394E+00 -2.54230767E-01  1.10224938E+00
-2.20748618E-01  6.79691462E-03 -6.99912786E-01
-2.20351323E-01 -1.26175344E-01  2.41476521E-01
-3.40188205E-01  2.32633784E-01  2.03860536E-01
-3.71192753E-01  1.40403956E-01  3.86445194E-01
 8.96120012E-01  1.55119860E+00  2.15855503E+00
 1.03970766E+00  3.45495343E-01 -9.64841247E-01
 1.82032928E-01  2.31334060E-01  8.46525669E-01
 3.25903416E-01 -9.88035426E-02 -1.04022551E+00
-1.82211563E-01  2.83161048E-02 -1.44024000E-01
-1.16655104E-01  8.10214435E-04  6.34421259E-02
 3.00910980E-01  3.28310400E-01 -2.13898987E-01
-4.06294525E-01  9.68648970E-01  7.95857131E-01
 6.17057383E-01  1.21959949E+00 -1.62799239E+00
-3.26436851E-03 -4.80683632E-02 -5.14764965E-01
-3.75692546E-01  4.08334821E-01  7.19750106E-01
 1.13341659E-01  2.01940477E-01  3.82689625E-01
 2.41483077E-01  2.87238568E-01 -7.41963208E-01
 1.06408715E+00  3.97798002E-01 -4.39545035E-01
 4.71017748E-01  3.92287612E-01 -2.60047048E-01
-3.10073346E-01  2.02255279E-01  1.62902698E-01
 7.46950984E-01  3.21246147E-01 -2.88763940E-02
 5.16994476E-01  5.14511824E-01 -3.09065819E-01
 1.30506113E-01  8.10991302E-02  6.37201905E-01
 2.13453382E-01  2.12849319E-01 -2.65346318E-01
 1.65342510E-01  1.11639071E+00 -2.89066243E+00
-6.41894341E-01 -4.22827303E-01  2.32095093E-01
 3.12714398E-01 -4.37832952E-01 -1.82924464E-01
-6.02962196E-01  5.67541085E-03  4.44665879E-01
 2.45546445E-01  1.45251960E-01 -8.05630744E-01
 6.41997695E-01 -2.37002239E-01 -4.17699605E-01
 1.33953109E-01 -3.55493188E-01  2.54657656E-01
 4.80623208E-02  1.11925133E-01 -7.73944914E-01
-4.96101379E-01  8.39179337E-01  1.02212071E+00
 9.37502906E-02  2.11632147E-01 -1.52790487E-01
 4.90242183E-01  1.25564843E-01  2.77120978E-01
-4.13116366E-02 -2.89976478E-01 -3.53521287E-01
-1.90222293E-01 -1.87262625E-01 -6.02353632E-01
 2.12570559E-02  1.00495704E-01 -4.48542535E-01
 2.76248217E-01 -1.20696402E+00 -6.68029547E-01
 6.62991405E-01  9.50640813E-02 -3.54333341E-01
-4.60947119E-02  4.48918939E-01 -1.27751738E-01
-3.68418023E-02  1.73150703E-01  4.59986538E-01
 1.03874534E-01 -4.44296747E-01  5.20836890E-01
-6.14472479E-02 -2.08909214E-01 -3.00113142E-01
 6.01043582E-01 -1.79733083E-01 -2.41852775E-02
 7.61616051E-01  9.40190256E-01  1.22027919E-01
 5.27349524E-02  1.23432875E-01  2.76796401E-01
 1.69344902E-01  2.04163581E-01 -1.86228737E-01
 9.34529006E-01 -1.47057980E-01 -5.43084025E-01
-3.33625257E-01 -1.61284655E-01 -9.39671874E-01
 5.42276561E-01  2.33636618E+00 -1.27596414E+00
 3.01396608E-01  1.08834732E+00 -2.49764383E-01
-5.57195842E-01 -7.30338454E-01 -4.71669406E-01
-4.12752837E-01  3.79036188E-01 -3.44432920E-01
 9.01879072E-01  3.29875112E-01 -8.64534020E-01
 3.43296118E-02  1.32132605E-01 -7.21597254E-01
 3.36008400E-01  1.15614161E-01  4.07471627E-01
-3.73653531E-01 -3.06700200E-01 -4.80568141E-01
-1.41963828E+00  6.25949740E-01 -4.76990901E-02
 1.76226169E-01 -4.06251967E-01  1.60291517E+00
 6.74129009E-01  3.42718065E-01  6.47951663E-01
 1.90309927E-01  5.19174859E-02 -5.98423183E-01
