0.000000	172.220327
0.628319	174.569632
1.256637	181.849864
1.884956	194.808118
2.513274	214.876082
3.141593	244.529770
3.769911	288.007992
4.398230	352.790729
5.026548	452.859730
5.654867	616.650134
6.283185	909.314646
6.911504	1508.591854
7.539822	3055.390807
8.168141	9506.025339
8.796459	190206.297704
9.424778	30166.596031
10.053096	5205.455687
10.681415	2068.518867
11.309733	1102.553604
11.938052	684.225646
12.566370	235782.159499
13.194689	338.403580
13.823007	257.156935
14.451326	202.307409
15.079644	163.535070
15.707963	135.108991
16.336282	113.640932
16.964600	97.024041
17.592919	83.892686
18.221237	73.330322
18.849556	64.703307
19.477874	57.562252
20.106193	51.581281
20.734511	46.519411
21.362830	42.195327
21.991148	38.470480
22.619467	35.237520
23.247785	32.412218
23.876104	29.927729
24.504422	27.730453
25.132741	25.776996
25.761059	24.031920
26.389378	22.466048
27.017696	21.055180
27.646015	19.779104
28.274333	18.620827
28.902652	17.565980
29.530970	16.602342
30.159289	15.719464
30.787607	14.908368
31.415926	14.161306
32.044245	13.471558
32.672563	12.833276
33.300882	12.241346
33.929200	11.691283
34.557519	11.179140
35.185837	10.701430
35.814156	10.255062
36.442474	9.837290
37.070793	9.445666
37.699111	9.078003
38.327430	8.732341
38.955748	8.406918
39.584067	8.100149
40.212385	7.810603
40.840704	7.536986
41.469022	7.278124
42.097341	7.032951
42.725659	6.800498
43.353978	6.579881
43.982296	6.370293
44.610615	6.170994
45.238933	5.981308
45.867252	5.800614
46.495570	5.628340
47.123889	5.463960
47.752208	5.306990
48.380526	5.156982
49.008845	5.013522
49.637163	4.876227
50.265482	4.744742
50.893800	4.618737
51.522119	4.497907
52.150437	4.381966
52.778756	4.270649
53.407074	4.163710
54.035393	4.060918
54.663711	3.962057
55.292030	3.866925
55.920348	3.775335
56.548667	3.687109
57.176985	3.602083
57.805304	3.520101
58.433622	3.441016
59.061941	3.364692
59.690259	3.291000
60.318578	3.219818
60.946896	3.151032
61.575215	3.084534
62.203533	3.020222
62.831852	2.957999
63.460171	2.897776
64.088489	2.839465
64.716808	2.782986
65.345126	2.728262
65.973445	2.675220
66.601763	2.623791
67.230082	2.573909
67.858400	2.525512
68.486719	2.478541
69.115037	2.432939
69.743356	2.388654
70.371674	2.345634
70.999993	2.303832
71.628311	2.263201
72.256630	2.223697
72.884948	2.185279
73.513267	2.147906
74.141585	2.111542
74.769904	2.076149
75.398222	2.041692
76.026541	2.008140
76.654859	1.975459
